ANO;MES;SENADOR;TIPO_DESPESA;CNPJ_CPF;FORNECEDOR;DOCUMENTO;DATA;DETALHAMENTO;VALOR_DESPESA;COD_DOCUMENTO
2022;10;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;22.760.693/0001-53;M?rcio Rangel Ferreira da Silva/MAXX Assessoria e Comunica??o;644;20/10/2022;;1500;2188595
2022;10;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;19.364.317/0001-35;MAXCIMIANO DA SILVA/MX SERVI?OS E CONSULTORIA;2;null;null;null;null
2022;10;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;24.284.804/0001-28;RAINHA PUBLICIDADE E PROPAGANDA LTDA;2;null;null;null;null
2022;10;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;15.702.663/0001-25;Valderedo Borba de Sousa J?nior;2;null;null;null;null
2022;11;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;11;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;12;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;12;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;44.271.004/0001-80;Alessandra do Nascimento Silva/ THEA Comunica??es;2;null;null;null;null
2022;12;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;23.328.781/0001-43;Ecliton da Silva Monteiro ME;1000431;12/12/2022;;1500;2191574
2022;12;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;26.314.473/0001-57;Estrat?gia Servi?os de Comunica??o LTDA;1000412;13/12/2022;;1500;2191583
2022;12;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;11.278.792/0001-87;Mais PB Portal de Not?cias e Comunica??o LTDA ME;1001850;13/12/2022;;3000;2191562
2022;12;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;22.760.693/0001-53;M?rcio Rangel Ferreira da Silva/MAXX Assessoria e Comunica??o;688;13/12/2022;;1500;2191579
2022;12;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;19.364.317/0001-35;MAXCIMIANO DA SILVA/MX SERVI?OS E CONSULTORIA;2;null;null;null;null
2022;12;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;24.284.804/0001-28;RAINHA PUBLICIDADE E PROPAGANDA LTDA;2;null;null;null;null
2022;12;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;18.302.933/0001-07;THIAGO VASCONCELOS MORAES/ PORTAL DA CAPITAL- ONDE O ESTADO SE ENCONTRA;1000655;14/12/2022;;1500;2191594
2022;12;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;15.702.663/0001-25;Valderedo Borba de Sousa J?nior;2;null;null;null;null
2022;12;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;12;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;12;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Contratação de consultorias;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;1;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;2;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Divulgação da atividade parlamentar;01.887.142/0001-85;SOCIEDADE JORNAL?STICA DI?RIO DO IGUA?U LTDA;9610-a1;25/03/2022;;700;2178203
2022;3;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;3;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;4;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;5;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;6;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;7;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Locomoção;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;8;D?RIO BERGER;Passagens aéreas;null;null;null;null;null;null;null
2022;9;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;D?RIO BERGER;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;D?RIO BERGER;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
